p,i,score
88,10,-0.02892413419070272
88,11,0.6437895954053824
88,12,1.6778788809090919
89,1,2.296438451757028
89,2,2.6625240714785976
89,3,-0.8000752668499933
89,4,1.5802516406406675
89,5,0.7867684777113715
89,6,3.1325290043319916
89,7,0.9942866417346751
89,8,1.5320797921433076
89,9,1.5106299356906683
89,10,0.8155007289487914
89,11,1.215013422487789
89,12,2.9356418479433994
90,1,3.572026043253135
90,2,3.995362584710702
90,3,2.52717364253704
90,4,2.5506311791165954
90,5,2.255063221120027
90,6,1.7452792715763306
90,7,2.6704649989335323
90,8,2.4269077121618383
90,9,0.8635156418792391
90,10,2.5785269719474
90,11,3.296210314604777
90,12,2.2819934290951362
91,1,0.012216947479236628
91,2,0.11468603209510309
91,3,-1.013655228626194
91,4,-1.5587252315556637
91,5,-3.2195581773247706
91,6,-2.8120896988488067
91,7,-2.285171367083442
91,8,-2.1986829940976316
91,9,-0.3450987772795342
91,10,-1.2584145655066319
91,11,-2.3537355185367907
91,12,0.06136634084536641
92,1,3.008219234754501
92,2,2.196094081844688
92,3,1.9194088245338303
92,4,1.486592410242693
92,5,0.1270831519842872
92,6,1.0848207438119417
92,7,0.9220253538898975
92,8,0.6940496530544626
92,9,2.335739626509193
92,10,2.4497268228103413
92,11,1.36837674898507
92,12,3.93488527379175
93,1,0.8311605177799025
93,2,1.0780358853192695
93,3,-0.63504861878026575
93,4,0.9674681869296169
93,5,-1.259488374736851
93,6,-0.5691552678148933
93,7,-0.1255701780532148
93,8,-1.12098843977398
93,9,-0.9510560866483755
93,10,0.9707559437733618
93,11,0.20067425846010334
93,12,1.5756923584010027
94,1,2.4082458160868128
94,2,2.1894641723084156
94,3,0.43233758441404735
94,4,1.0553337536854845
94,5,-0.05954106212714158
94,6,1.8883746789349312
94,7,0.5792418101237209
94,8,1.3737129001163504
94,9,1.6789181248879168
94,10,1.2545206851574977
94,11,0.02815016616170274
94,12,2.182776795144877
95,1,-1.1239325709928487
95,2,-1.876482796779735
95,3,-1.957589312427767
95,4,-0.4815862086963789
95,5,-3.196265628242023
95,6,-2.059560098038423
95,7,-0.8741163296567698
95,8,-1.8465118963607619
95,9,-2.698041421774583
95,10,-2.1700658993608624
95,11,-0.3517231161222458
95,12,0.2977963046452108
96,1,0.5716395022917915
96,2,-0.5659968108943305
96,3,-1.4686112911524476
96,4,-0.7591931751035081
96,5,-2.1218478370030454
96,6,-0.25396271067480514
96,7,0.30293522338766743
96,8,-0.6721922565241081
96,9,-0.540884137280578
96,10,-0.5816012030291167
96,11,-1.1464179336422442
96,12,0.762676110305034
97,1,-0.8944579158003136
97,2,1.3150532175359242
97,3,-1.0435264802731439
97,4,0.1721449039169739
97,5,-2.28742388076121
97,6,-0.6727477546804327
97,7,-1.9299179540451985
97,8,-1.606025429547239
97,9,-1.0004092054541984
97,10,-0.5739051479660654
97,11,-0.8524992640794211
97,12,0.47505378101983936
98,1,1.0053978726861952
98,2,0.017131353357552115
98,3,0.30030652955218345
98,4,0.3090973440779771
98,5,-2.434600747940923
98,6,-1.176614022380012
98,7,0.3231104722581528
98,8,-0.4484632675526942
98,9,-0.4350244982917409
98,10,0.20112223880821778
98,11,-1.4391771051030195
98,12,0.6446882514417338
99,1,0.3632378908544149
99,2,-0.37966022469152444
99,3,-1.4307284734650751
99,4,-1.1751851082275744
99,5,-0.9542228000121256
99,6,-0.5063980863242565
99,7,-2.3990197022161386
99,8,-1.639239710284104
99,9,-2.2135914660259948
99,10,-0.5468340142791397
99,11,-0.9263500688020688
99,12,0.0469840928195554
100,1,0.5338200292709563
100,2,0.19412693077207988
100,3,0.09825219275762115
100,4,-0.8232910412933396
100,5,0.1921511744672611
100,6,0.11194574918093458
100,7,-1.7825453454504063
100,8,1.0057867528382043
100,9,0.8819550701118015
100,10,-1.043462672756699
100,11,0.1510792204012251
100,12,0.960252726947469
101,1,3.097460808621479
101,2,3.610978436993234
101,3,1.433302702905876
101,4,2.3581240659779015
101,5,1.3741483012329516
101,6,1.135665600059526
101,7,1.284712229923139
101,8,0.9588370177327687
101,9,1.0700785298276343
101,10,1.991230862966948
101,11,1.0046385328590073
101,12,3.1547375532007234
102,1,0.19209151774954059
102,2,-0.13957779247339586
102,3,-0.026317768423810006
102,4,0.5664266739745067
102,5,-2.4302476567838287
102,6,-1.2252442376800108
102,7,-0.6956827143195884
102,8,-0.48670348822289444
102,9,-0.6277767064226027
102,10,1.0625120946702427
102,11,-1.6701904621565133
102,12,-0.20927054573399062
103,1,0.45612675300314726
103,2,0.9558414554101973
103,3,-0.9106820401346966
103,4,0.9394827527536271
103,5,-1.3256896246757355
103,6,-0.790645803234982
103,7,-1.2063506269697462
103,8,-0.9468849766721672
103,9,0.3162064359699743
103,10,-0.4447650840834914
103,11,-0.24260307198045938
103,12,0.19114607089341173
104,1,-0.15986785318164987
104,2,0.06378149040306016
104,3,-0.10764269162659501
104,4,-0.7389604909472207
104,5,-1.4254580720373395
104,6,-2.1004195891035007
104,7,-1.1549657791621688
104,8,-1.2138807517805101
104,9,0.10141143937178299
104,10,-1.6208508714457859
104,11,-0.5995044456934385
104,12,-0.080247366749375
105,1,1.9687344296815321
105,2,2.040514194327614
105,3,1.277495784988479
105,4,1.0139601384818855
105,5,0.33083847681040773
105,6,1.5028542351316214
105,7,0.5594555901339593
105,8,0.6325047531566591
105,9,2.693500891402538
105,10,0.7058553519381653
105,11,0.7859066514281607
105,12,2.7257286795934887
106,1,1.6305322427778737
106,2,2.5362301362152317
106,3,0.9860468700905584
106,4,1.5193631250102964
106,5,0.359389514514019
106,6,-0.25746433516448763
106,7,0.239024423193518
106,8,0.9262724680077344
106,9,1.9518044172687004
106,10,-0.2899530105334709
106,11,-0.15339067657381888
106,12,2.5742649496071914
107,1,0.08072312402825432
107,2,-0.8629627136477442
107,3,-2.5884295785316613
107,4,-1.8012032082060863
107,5,-1.410411595823919
107,6,-2.908004273636627
107,7,-2.0595899011175685
107,8,-1.2537395163495102
107,9,-1.3798668348742908
107,10,-1.075124624593534
107,11,-0.45371868852901054
107,12,-0.5122619610443351
108,1,2.605533353778214
108,2,2.22615838593565
108,3,1.9509553078702269
108,4,1.6534539946076234
108,5,0.8530798995903814
108,6,1.6358974118069347
108,7,2.8755214372008355
108,8,2.592165844170265
108,9,1.3186938179397105
108,10,1.612161967281739
108,11,0.46318974238551147
108,12,2.0458048337406516
109,1,-1.593787632659465
109,2,0.3491092426810797
109,3,-1.7275230955355072
109,4,-0.8086351342248008
109,5,-0.7971595234447548
109,6,-0.47616424508270494
109,7,-2.3491709023084146
109,8,-1.8418409303631842
109,9,-2.1900406259885243
109,10,-1.5036989619275853
109,11,-0.15300346841632262
109,12,0.47141468104901296
110,1,-1.06505056990834
110,2,0.43844417076030623
110,3,-0.4202716258168272
110,4,-1.3707082815523752
110,5,-2.0248305696169493
110,6,-0.7418275971406577
110,7,-1.08642730765544
110,8,-0.5748141510466471
110,9,-0.4003009769595189
110,10,-0.503755396808651
110,11,0.7747571036591856
110,12,0.21765466796130828
111,1,-1.7311750091754776
111,2,-1.0620953442374756
111,3,-1.6221065453930796
111,4,-0.4176769371186183
111,5,-3.3430202306765935
111,6,-2.190038549776258
111,7,-1.9436946444184602
111,8,-1.1239093700971574
111,9,-0.6700696515641766
111,10,-1.1881359625828758
111,11,-2.1176366932194757
111,12,1.3850404334968278
112,1,0.08000734184423203
112,2,-0.062299662365847594
112,3,-0.6733296730393952
112,4,-1.2704068031114906
112,5,-1.905338363252577
112,6,-0.6296489753179749
112,7,-1.9721815859122915
112,8,-1.4572437984749036
112,9,-0.5212433357372017
112,10,-1.7731339294426898
112,11,-0.41300737750860594
112,12,-0.006932856739826798
113,1,0.19615316250433756
113,2,0.1807084292079324
113,3,0.8707127241187078
113,4,-0.15574357321378263
113,5,-1.1869732711250127
113,6,-0.535383626448587
113,7,-1.2651195450820532
113,8,-0.025074831606276937
113,9,-0.12149959917010389
113,10,0.29734706640947506
113,11,-0.845663450426031
113,12,1.6633109623866573
114,1,1.855027798651836
114,2,1.8889950516832954
114,3,0.9596099884946229
114,4,1.8365563183089546
114,5,0.21959662244607192
114,6,0.41161318974210215
114,7,0.5312078521111788
114,8,0.47374512186881657
114,9,2.0452043328902367
114,10,0.13569691324763344
114,11,0.6939052223735136
114,12,1.2924746786123955
115,1,-0.9841230730506174
115,2,0.01989517072915914
115,3,-1.3008439711476925
115,4,-0.22608798540384978
115,5,-1.3049832014003933
115,6,-0.4065449662750201
115,7,-0.9871700048380893
115,8,-0.3116556165308898
115,9,-0.7723127971713448
115,10,-2.0816816448748656
115,11,0.05437713403396638
115,12,0.5278970723331954
116,1,1.2701233330151556
116,2,1.2450780038686502
116,3,-0.18235681449627733
116,4,0.7143434376053228
116,5,-1.9685379986911224
116,6,0.3737400216850468
116,7,0.41825621306411465
116,8,0.7899466003514461
116,9,-0.2536911688469166
116,10,0.11214979699062275
116,11,0.5255054208751126
116,12,0.7407483061826892
117,1,1.0530983756941898
117,2,0.6183588510612792
117,3,-0.6442940134756381
117,4,0.20781039359953102
117,5,-1.2573671022039519
117,6,-0.3387917854584253
117,7,-0.9640159396101906
117,8,0.1270567671805221
117,9,1.241320626620776
117,10,-0.04053129508397513
117,11,-1.1341166226230155
117,12,0.40630694467923634
118,1,2.2622804677346795
118,2,2.2478271802131777
118,3,0.5294238041680674
118,4,1.7779699987032243
118,5,0.2315755543497446
118,6,1.6246865139309805
118,7,0.8203102740494168
118,8,0.06379186035482132
118,9,2.4128394158337203
118,10,2.6451959572416257
118,11,1.1768693162662194
118,12,3.5775024091481047
119,1,3.8849454810154147
119,2,2.65495902695164
119,3,2.9926667232253066
119,4,1.9564733024748686
119,5,1.1831167748062792
119,6,2.8641183888695654
119,7,2.953673259011218
119,8,1.6691915114964346
119,9,2.7296450049521663
119,10,3.6417425766899307
119,11,2.2919696646822594
119,12,2.349499647336117
120,1,0.5356700202155354
120,2,0.4312223280105023
120,3,-0.2985217859374657
120,4,-0.6567803226760163
120,5,-1.0837100252065812
120,6,-0.7152862118932581
120,7,-1.3072733664866703
120,8,-1.2096100595425439
120,9,0.8243887407604733
120,10,0.028646739815383904
120,11,-2.7855628821090264
120,12,-0.06745012823792296
